0.18576E-02 0.39956E-05 0.00000E+01 262020 0 0 15018 0.80820E+07 0.00000E+01 0.18576E-02 0.00000E+01 0.00000E+01 0
1 0.0018247 6.9438e-05 1.874 0.026271 0.0018247
2 0.0018633 3.1518e-05 1.178 0.027953 0.0018633
3 0.0018506 1.6956e-05 0.90242 0.012924 0.0018506
4 0.0019551 7.416e-05 1.8679 0.034768 0.0019551
5 0.001837 3.0577e-05 1.1592 0.028566 0.001837
6 0.0018437 1.6703e-05 0.89223 0.013124 0.0018437
7 0.001885 6.7678e-05 1.7681 0.038289 0.001885
8 0.0018759 3.1753e-05 1.1788 0.020934 0.0018759
9 0.0018357 1.689e-05 0.90618 0.01259 0.0018357
10 0.0017773 7.0732e-05 1.9598 0.058242 0.0017773
11 0.0018698 3.0876e-05 1.15 0.01819 0.0018698
12 0.0018619 1.6839e-05 0.89071 0.012279 0.0018619
13 0.0018843 3.0833e-05 1.1396 0.01624 0.0018843
14 0.0018462 1.7263e-05 0.9209 0.012471 0.0018462
15 0.0018491 1.038e-05 0.78189 0.010753 0.0018491
16 0.0019597 7.4199e-05 1.8645 0.051756 0.0019597
17 0.0018688 3.1881e-05 1.1881 0.026753 0.0018688
18 0.0018588 1.6807e-05 0.89052 0.012003 0.0018588
19 0.0018255 6.6575e-05 1.796 0.027999 0.0018255
20 0.0018554 3.0584e-05 1.148 0.015671 0.0018554
21 0.0018596 1.7181e-05 0.90993 0.02015 0.0018596
22 0.0018478 7.1887e-05 1.9159 0.053187 0.0018478
23 0.0018678 3.2228e-05 1.2016 0.030761 0.0018678
24 0.0018903 1.7289e-05 0.90081 0.016064 0.0018903
25 0.0018004 6.8271e-05 1.8673 0.047939 0.0018004
26 0.001805 3.0345e-05 1.1708 0.018555 0.001805
27 0.0018432 1.6914e-05 0.90381 0.011636 0.0018432
28 0.0018807 3.0129e-05 1.1157 0.017722 0.0018807
29 0.0018567 1.7078e-05 0.90595 0.018787 0.0018567
30 0.0018735 1.0464e-05 0.77798 0.010609 0.0018735
31 0.0018675 3.1831e-05 1.187 0.036576 0.0018675
32 0.0018378 1.6714e-05 0.89572 0.013916 0.0018378
33 0.0018693 1.0381e-05 0.77348 0.013 0.0018693
34 0.0017765 6.7538e-05 1.8721 0.028343 0.0017765
35 0.001837 3.1511e-05 1.1946 0.025121 0.001837
36 0.0018765 1.7894e-05 0.93921 0.029885 0.0018765
<lo_statistics>
<cumulated_time> 9.331716 </cumulated_time>
</lo_statistics>
